,Unnamed: 0,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,amenities,bedrooms,beds,price,review_scores_value,review_scores_location,review_scores_rating,shared_bath,private_bath
0,0,1,1.0,43.77957,11.29768,0,0,2,0.24669560544540198,1.0,1.0,80.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
1,1,1,1.2,43.75,11.2271,1,1,4,0.488521186424944,1.0,2.0,110.0,4.8,4.73,4.84,0.0,1.0
2,2,1,1.0,43.77255,11.29244,2,0,4,0.20875818674326652,1.0,2.0,100.0,4.72,4.5,4.78,0.0,1.0
3,3,1,1.2,43.74172,11.21258,3,2,4,0.8948485435655396,1.0,1.0,140.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
4,4,1,1.0,43.78062,11.29255,2,0,2,0.19491375504277642,1.0,1.0,70.0,4.64,4.82,4.82,0.0,1.0
5,5,1,1.0,43.81893,11.28034,0,0,6,0.3787082513572363,3.0,3.0,150.0,4.0,4.0,5.0,0.0,3.0
6,6,1,1.2,43.73832343871382,11.231456242854462,4,2,2,0.22519063706848594,1.0,1.0,75.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
7,7,1,1.1,43.77124,11.25352,0,0,6,0.20431608523543404,2.0,2.0,160.0,4.92,5.0,4.58,0.0,2.0
8,8,1,1.1,43.75934,11.25398,0,0,2,0.18651137177949678,1.0,1.0,60.0,4.84,4.96,4.84,0.0,1.0
9,9,1,1.1,43.7812,11.25543,0,0,4,0.4979538679942692,2.0,4.0,75.0,4.95,4.82,4.96,0.0,1.0
10,10,1,1.1,43.76744,11.25453,0,0,4,0.23007855317996534,1.0,1.0,80.0,4.53,5.0,4.57,0.0,1.0
11,11,1,1.1,43.76868,11.26383,0,0,2,0.13998542543156606,1.0,2.0,150.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
12,12,1,1.0,43.81261018575269,11.265521964711358,5,3,3,0.7831352917415998,1.0,2.0,25.0,4.673695140226933,4.81356026546778,4.689118430870908,1.0,0.0
13,13,1,1.4,43.799,11.23371,3,2,1,0.5847826616731517,1.0,1.0,80.0,4.673695140226933,4.81356026546778,4.689118430870908,1.0,0.0
14,14,1,1.1,43.76268,11.24149,1,1,2,0.38404347409808015,1.0,1.0,70.0,4.83,4.74,4.85,0.0,1.0
15,15,1,1.0,43.77437,11.2729,2,0,2,0.23314073677917457,2.0,1.0,20.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
16,16,1,1.1,43.78079012744072,11.237156682286004,6,0,6,0.3138419631158285,3.0,3.0,86.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
17,17,1,1.1,43.77262,11.24641,2,0,2,0.3089692821869252,1.0,1.0,119.0,4.0,4.67,4.0,0.0,1.0
18,18,1,1.1,43.77728,11.25178,7,2,2,0.4978341960563321,1.0,2.0,110.0,4.33,5.0,4.33,0.0,1.0
19,19,1,1.1,43.77472,11.25007,6,0,4,0.25524567439543994,2.0,2.0,65.0,4.57,4.08,4.54,0.0,1.0
20,20,1,1.1,43.78037,11.25269,0,0,2,0.18869810896145667,1.0,1.0,75.0,4.81,4.87,4.85,0.0,1.0
21,21,1,1.1,43.77119986009866,11.249143369495869,2,0,8,0.3329070189755149,3.0,8.0,300.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.0
22,22,1,1.0,43.78184,11.26875,8,2,2,0.6551986245151399,1.0,1.0,45.0,4.71,4.57,4.75,1.0,0.0
23,23,1,1.1,43.77153,11.26441,2,0,5,0.4194296466869407,2.0,3.0,99.0,4.21,4.66,4.07,0.0,1.0
24,24,1,1.1,43.7736083,11.2562538,9,2,2,0.5244340431476866,1.0,1.0,180.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
25,25,1,1.1,43.77535,11.25582,2,0,3,0.20278669287988374,2.0,2.0,250.0,4.67,5.0,5.0,0.0,2.0
26,26,1,1.1,43.77198,11.2529,3,2,3,0.25255599183393873,1.0,2.0,130.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
27,27,1,1.4,43.79154,11.25494,10,2,1,0.47806849765927995,1.0,1.0,12.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.0
28,28,1,1.1,43.7697,11.25305,11,0,2,0.20793951316864726,1.0,1.0,248.0,5.0,5.0,5.0,0.0,1.0
29,29,1,1.1,43.76533,11.24815,0,0,4,0.21335696727640005,1.0,2.0,119.0,5.0,5.0,5.0,0.0,1.0
30,30,1,1.4,43.79584,11.23238,4,2,1,0.6178865527943103,1.0,1.0,30.0,5.0,4.0,5.0,1.0,0.0
31,31,1,1.1,43.76596,11.25163,0,0,5,0.44095162993918974,2.0,3.0,73.0,4.0,4.67,4.0,0.0,1.0
32,32,1,1.1,43.7666,11.25151,12,0,8,0.25154791255835013,4.0,4.0,914.0,4.673695140226933,4.81356026546778,4.5,0.0,4.0
33,33,1,1.1,43.78747,11.23055,8,2,2,0.5919521181209167,1.0,2.0,35.0,4.71,4.5,4.64,0.0,1.0
34,34,1,1.4,43.79279,11.22141,0,0,6,0.1150491300996771,2.0,4.0,65.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
35,35,1,1.1,43.77605,11.25018,13,0,5,0.2105464967563618,1.0,3.0,82.0,4.69,4.96,4.67,0.0,2.0
36,36,1,1.1,43.76259,11.24297,4,2,2,0.4215454579331423,1.0,1.0,29.0,4.8,4.8,5.0,2.0,0.0
37,37,1,1.1,43.78038,11.25634,0,0,6,0.20907360854752188,2.0,3.0,101.0,4.84,4.87,4.87,0.0,2.0
38,38,1,1.1,43.76725,11.2528,8,2,2,0.3609066459125285,1.0,1.0,50.0,4.673695140226933,4.81356026546778,4.689118430870908,1.0,0.0
39,39,1,1.4,43.79144,11.22175,8,2,2,0.4920052667696759,1.0,2.0,28.0,4.673695140226933,4.81356026546778,4.689118430870908,1.0,0.0
40,40,1,1.4,43.79035,11.22089,14,3,3,0.4854645238341236,1.0,3.0,10.0,4.8,4.4,4.4,1.0,0.0
41,41,1,1.2,43.74966,11.30323,2,0,5,0.23891185160890366,2.0,5.0,91.0,4.59,4.48,4.79,0.0,1.0
42,42,1,1.1,43.76371,11.24444,8,2,2,0.3846538614003161,1.0,1.0,40.0,5.0,5.0,5.0,1.0,0.0
43,43,1,1.1,43.77359,11.26398,2,0,4,0.22437847432204155,2.0,2.0,75.0,4.65,4.97,4.64,0.0,1.0
44,44,1,1.3,43.77023,11.22138,0,0,2,0.25084101273418624,1.0,1.0,22.0,4.72,4.44,4.72,0.0,1.0
45,45,1,1.1,43.774815,11.256928,2,0,6,0.25581799629317375,4.0,4.0,239.0,4.25,5.0,4.0,0.0,2.0
46,46,1,1.1,43.77352,11.26291,2,0,2,0.22222093438001075,1.0,1.0,75.0,4.7,4.85,4.7,0.0,1.0
47,47,1,1.2,43.73634,11.22033,0,0,4,0.20408312031938763,1.0,2.0,89.0,4.69,4.85,4.92,0.0,1.0
48,48,1,1.3,43.76929,11.23677,8,2,2,0.16645946894394736,1.0,1.0,30.0,5.0,5.0,5.0,1.0,0.0
49,49,1,1.0,43.7895,11.27461,0,0,2,0.1435996803201753,1.0,1.0,50.0,4.0,4.5,4.5,0.0,1.0
50,50,1,1.3,43.77203,11.236263,2,0,2,0.185709829909294,1.0,1.0,50.0,5.0,4.8,5.0,0.0,1.0
51,51,1,1.1,43.76652,11.25234,2,0,4,0.18890487870616726,2.0,2.0,85.0,4.88,5.0,4.91,0.0,1.0
52,52,1,1.1,43.76725,11.25228,8,2,2,0.34851971183507996,1.0,1.0,48.0,4.66,5.0,4.53,0.0,1.0
53,53,1,1.1,43.7659,11.24305,0,0,5,0.3523297305647321,3.0,5.0,160.0,4.0,4.33,4.0,0.0,1.0
54,54,1,1.0,43.76653,11.28107,1,1,3,0.2724796025898578,1.0,2.0,129.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
55,55,1,1.4,43.79127,11.25188,2,0,3,6.728536595601315,2.0,3.0,80.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
56,56,1,1.1,43.76853,11.24708,0,0,2,0.24352179876936056,1.0,1.0,70.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
57,57,1,1.2,43.72864,11.21242,6,0,2,0.29886974345010914,1.0,1.0,300.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.5
58,58,1,1.1,43.76746,11.25761,8,2,3,0.26559535962676706,1.0,2.0,118.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
59,59,1,1.2,43.75467,11.22052,4,2,2,0.3123853305017955,1.0,1.0,200.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.5
60,60,1,1.1,43.77431,11.2566,0,0,6,0.19741973206299826,2.0,3.0,531.0,4.0,4.67,4.33,0.0,2.0
61,61,1,1.3,43.76991,11.23387,2,0,4,0.2641310206703074,2.0,2.0,250.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.0
62,62,1,1.1,43.77279,11.25406,0,0,4,0.21816066748140456,3.0,5.0,354.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.0
63,63,1,1.1,43.777118761411664,11.258747466818493,2,0,8,0.25322844767714675,3.0,9.0,200.0,4.91,5.0,4.91,0.0,2.0
64,64,1,1.4,43.78845426570437,11.25510729629516,0,0,2,0.3406737609835378,1.0,1.0,69.0,5.0,5.0,5.0,0.0,1.0
65,65,1,1.0,43.76596398505649,11.278433586059323,0,0,4,0.30110873666030313,1.0,2.0,92.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
66,66,1,1.2,43.74991,11.24201,13,0,4,0.26876469027692595,1.0,2.0,65.0,4.45,4.55,4.45,0.0,1.5
67,67,1,1.2,43.73206,11.21048,15,0,2,0.28250302529920146,1.0,1.0,100.0,4.77,4.88,4.9,0.0,1.0
68,68,1,1.3,43.78607,11.19834,3,2,8,0.3978900445376574,3.0,4.0,67.0,4.68,4.45,4.81,1.0,0.0
69,69,1,1.0,43.77823,11.29303,0,0,4,0.26967668034237036,1.0,1.0,84.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
70,70,1,1.0,43.7834,11.28,0,0,2,0.18387211023484984,1.0,1.0,30.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
71,71,1,1.4,43.7866,11.25698,0,0,4,0.47764722163573137,1.0,1.0,250.0,4.5,5.0,5.0,0.0,1.0
72,72,1,1.1,43.78764,11.23015,8,2,2,0.41629816175703466,1.0,1.0,35.0,4.85,4.81,4.92,1.0,0.0
73,73,1,1.4,43.7848,11.25562,0,0,4,0.1818540883701335,1.0,2.0,75.0,4.49,4.45,4.55,0.0,1.0
74,74,1,1.0,43.7679148,11.2741671,0,0,6,0.25444444637997965,2.0,3.0,81.0,4.5,4.0,3.5,0.0,2.0
75,75,1,1.4,43.78679,11.24356,16,2,2,0.600201399205008,1.0,1.0,87.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
76,76,1,1.1,43.77813,11.24475,17,2,12,0.4282526674347224,5.0,6.0,990.0,5.0,5.0,5.0,0.0,5.0
77,77,1,1.1,43.76839,11.2647,0,0,5,0.3315133362494507,2.0,3.0,147.0,4.77,4.88,4.81,0.0,1.0
78,78,1,1.1,43.77106,11.26549,0,0,4,0.22501410800607413,1.0,2.0,94.0,4.8,4.7,4.6,0.0,1.0
79,79,1,1.1,43.76849,11.26343,0,0,5,0.24883437459000898,3.0,3.0,100.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
80,80,1,1.1,43.77466,11.26231,0,0,4,0.20564941310296714,1.0,1.0,195.0,5.0,5.0,5.0,0.0,1.0
81,81,1,1.1,43.769032,11.241945,2,0,4,0.19624817399296862,2.0,2.0,179.0,4.97,5.0,5.0,0.0,2.0
82,82,1,1.1,43.77839,11.25228,9,2,2,0.45559342975250267,1.0,1.0,35.0,5.0,5.0,4.0,0.0,1.0
83,83,1,1.1,43.76830585433906,11.24894532298328,2,0,4,0.19301119136193,1.0,2.0,114.0,4.88,4.94,4.94,0.0,1.5
84,84,1,1.1,43.76877,11.24447,18,0,2,0.24981370284690504,1.0,1.0,144.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
85,85,1,1.1,43.77412,11.24568,2,0,2,0.2803276418799662,1.0,1.0,86.0,4.66,4.76,4.71,0.0,1.0
86,86,1,1.1,43.76998,11.25665,0,0,5,0.1789019900485176,2.0,2.0,120.0,4.69,4.94,4.7,0.0,1.5
87,87,1,1.1,43.77667,11.25203,0,0,4,0.17741619126844407,1.0,2.0,156.0,4.83,4.92,4.87,0.0,1.0
88,88,1,1.1,43.76985,11.26,0,0,4,0.21991601104048472,2.0,3.0,184.0,4.47,4.93,4.67,0.0,2.0
89,89,1,1.1,43.77493,11.25693,0,0,4,0.2713356984911221,2.0,4.0,70.0,4.53,5.0,4.47,0.0,1.0
90,90,1,1.1,43.77156,11.2548,0,0,8,0.22477488849763141,3.0,5.0,140.0,4.89,4.98,4.91,0.0,1.0
91,91,1,1.1,43.76822,11.26476,0,0,6,6.728536595601315,2.0,3.0,110.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.0
92,92,1,1.1,43.77189,11.25013,8,2,2,0.5446736901274768,1.0,2.0,25.0,3.0,5.0,3.0,0.0,2.0
93,93,1,1.1,43.77002,11.26262,8,2,2,0.6117427771823627,1.0,2.0,50.0,4.67,5.0,4.67,0.0,1.0
94,94,1,1.0,43.78318,11.28718,8,2,2,0.18938869896474783,1.0,1.0,25.0,4.67,4.33,4.67,0.0,1.0
95,95,1,1.4,43.78841,11.23593,0,0,8,0.22322863970013926,2.0,5.0,75.0,4.84,4.75,4.91,0.0,2.0
96,96,1,1.1,43.77642,11.25046,0,0,2,0.14627812804379178,1.0,1.0,38.0,4.7,4.96,4.79,0.0,1.0
97,97,1,1.1,43.77123,11.25384,8,2,2,0.09697153676690909,1.0,1.0,60.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
98,98,1,1.1,43.76852,11.25771,0,0,8,0.19675284636725235,3.0,7.0,100.0,4.71,5.0,4.86,0.0,2.0
99,99,1,1.1,43.76492,11.24725,0,0,4,0.2911085591438473,2.0,3.0,60.0,4.88,5.0,4.75,0.0,2.0
100,100,1,1.1,43.77937,11.24446,0,0,3,0.16999316202508039,1.0,2.0,79.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
101,101,1,1.3,43.77029,11.23591,0,0,2,0.18445874474906537,1.0,1.0,45.0,4.77,4.67,4.83,0.0,1.0
102,102,1,1.1,43.77977,11.25156,8,2,2,0.337429676483895,1.0,1.0,25.0,4.673695140226933,4.81356026546778,4.689118430870908,1.0,0.0
103,103,1,1.1,43.77571,11.24851,1,1,2,0.17885063359475215,1.0,1.0,75.0,4.33,4.59,4.41,0.0,1.0
104,104,1,1.1,43.77648,11.26031,2,0,2,0.26967668034237036,1.0,1.0,90.0,4.38,4.81,4.25,0.0,1.0
105,105,1,1.2,43.74908,11.23657,0,0,8,0.4409788799084591,4.0,8.0,80.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,3.0
106,106,1,1.0,43.80924,11.27349,12,0,12,0.2427642605848155,5.0,9.0,403.0,4.75,4.71,4.88,0.0,6.0
107,107,1,1.1,43.7724832,11.2487151,8,2,2,0.4556046198609498,1.0,1.0,115.0,5.0,5.0,5.0,0.0,1.0
108,108,1,1.4,43.80947,11.23498,4,2,3,0.3341784286556629,1.0,2.0,46.0,5.0,4.5,4.75,1.0,0.0
109,109,1,1.4,43.79826,11.24357,9,2,2,0.4450850122691002,1.0,1.0,100.0,5.0,5.0,5.0,0.0,1.0
110,110,1,1.1,43.76291,11.27012,4,2,2,0.08805762544768941,1.0,2.0,600.0,4.673695140226933,4.81356026546778,4.689118430870908,1.0,0.0
111,111,1,1.4,43.7924372,11.2207061,2,0,4,0.2309304567022161,2.0,3.0,98.0,5.0,5.0,5.0,0.0,2.0
112,112,1,1.3,43.76695,11.21557,0,0,2,0.21178756262453788,1.0,1.0,50.0,5.0,4.25,5.0,0.0,1.0
113,113,1,1.2,43.75123,11.22977,19,2,4,0.35930915040341627,1.0,2.0,65.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
114,114,1,1.4,43.79730718399309,11.204151324927809,0,0,4,0.16649635358356246,1.0,2.0,68.0,5.0,4.83,5.0,0.0,1.0
115,115,1,1.0,43.78732,11.29362,0,0,4,0.21686809001194773,1.0,2.0,120.0,4.95,4.92,4.99,0.0,1.0
116,116,1,1.0,43.78292,11.3234,2,0,4,0.33393553672722454,2.0,2.0,80.0,4.56,4.81,4.44,0.0,2.0
117,117,1,1.2,43.76219,11.27839,0,0,4,0.18203363333706998,1.0,1.0,109.0,4.75,4.65,4.82,0.0,1.0
118,118,1,1.0,43.77954,11.27986,3,2,4,0.28524264835200286,1.0,2.0,120.0,5.0,4.0,5.0,0.0,1.0
119,119,1,1.4,43.80652,11.23986,0,0,4,0.2096702683417322,2.0,2.0,93.0,4.89,4.56,4.94,0.0,1.0
120,120,1,1.4,43.80878,11.23378,6,0,4,0.3087057349519287,2.0,3.0,80.0,4.72,4.4,4.81,0.0,1.0
121,121,1,1.3,43.77153605218867,11.232055211340768,0,0,4,0.2199919477496233,1.0,2.0,87.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
122,122,1,1.0,43.76816,11.28334,2,0,4,0.21570207788909684,1.0,2.0,71.0,4.76,4.65,4.74,0.0,1.0
123,123,1,1.0,43.78874,11.26828,3,2,2,0.20279810617853702,1.0,1.0,40.0,4.64,4.55,4.68,0.0,1.0
124,124,1,1.3,43.77387,11.23214,2,0,4,0.21330795849730708,1.0,2.0,75.0,5.0,5.0,5.0,0.0,1.0
125,125,1,1.0,43.78616,11.2717,20,2,2,0.30881864356715144,1.0,1.0,65.0,4.48,4.41,4.3,1.0,0.0
126,126,1,1.4,43.8015,11.23423,2,0,5,0.2662838256672817,1.0,2.0,125.0,4.67,4.83,5.0,0.0,1.0
127,127,1,1.0,43.77946,11.2721,8,2,2,0.38946350914122463,1.0,1.0,75.0,4.54,4.63,4.7,1.0,0.0
128,128,1,1.2,43.76121,11.27715,0,0,4,0.24648869901335502,1.0,3.0,73.0,4.98,4.89,4.98,0.0,1.0
129,129,1,1.0,43.7735,11.2849,0,0,3,0.22524509064471765,2.0,2.0,80.0,4.9,4.61,4.77,0.0,1.0
130,130,1,1.1,43.77406,11.25362,8,2,2,0.3149677901561012,1.0,2.0,119.0,4.79,5.0,4.95,0.0,1.0
131,131,1,1.3,43.77297,11.22643,2,0,2,0.5603599915846251,1.0,1.0,115.0,4.0,4.25,3.75,0.0,1.0
132,132,1,1.0,43.78334,11.27821,4,2,2,0.2682399720743544,1.0,1.0,80.0,5.0,5.0,5.0,0.0,1.0
133,133,1,1.1,43.77536,11.24694,8,2,2,0.3066721239869179,1.0,1.0,112.0,4.5,4.75,4.25,0.0,1.0
134,134,1,1.2,43.76216,11.27862,21,0,6,0.3355659611901837,3.0,4.0,290.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
135,135,1,1.2,43.74683,11.23409,2,0,4,0.23752192361522106,1.0,2.0,102.0,4.88,4.74,4.96,0.0,1.0
136,136,1,1.2,43.76001,11.30698,16,2,2,0.5113905390416394,1.0,1.0,30.0,4.77,4.55,4.8,1.0,0.0
137,137,1,1.4,43.8062,11.2391,0,0,2,0.24606667110027444,1.0,2.0,80.0,4.2,4.4,4.6,0.0,1.0
138,138,1,1.0,43.78367,11.28871,2,0,5,0.17825655172732668,2.0,4.0,85.0,4.76,4.76,4.88,0.0,1.0
139,139,1,1.0,43.78471,11.2888,2,0,4,0.2275840483259448,2.0,3.0,75.0,5.0,4.83,5.0,0.0,2.0
140,140,1,1.2,43.7501,11.23866,2,0,3,0.383257971107743,1.0,1.0,109.0,5.0,5.0,5.0,0.0,1.0
141,141,1,1.1,43.77204,11.26006,0,0,2,0.17539236066357278,1.0,1.0,373.0,4.76,4.97,4.96,0.0,1.0
142,142,1,1.0,43.78618,11.27269,8,2,1,0.32072115483116503,1.0,1.0,25.0,5.0,4.86,5.0,1.0,0.0
143,143,1,1.1,43.76292,11.2434,1,1,2,0.2615004023663587,1.0,1.0,80.0,4.55,4.68,4.74,0.0,1.0
144,144,1,1.0,43.78288,11.27279,2,0,2,0.21723315275605393,1.0,2.0,88.0,5.0,4.67,5.0,0.0,1.0
145,145,1,1.4,43.79369,11.24571,22,2,2,0.3157963061485542,1.0,1.0,48.0,4.81,4.67,4.86,0.0,1.0
146,146,1,1.3,43.77136,11.2241,0,0,6,0.19912602565039791,3.0,5.0,1600.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,2.0
147,147,1,1.0,43.77562,11.27254,2,0,2,0.3758703952406806,1.0,2.0,68.0,4.46,4.6,4.49,0.0,1.0
148,148,1,1.0,43.78009,11.27447,0,0,6,0.18907486099406526,3.0,3.0,109.0,4.63,4.25,4.5,0.0,2.0
149,149,1,1.0,43.792919,11.272085,2,0,2,0.17110481915965245,1.0,1.0,95.0,4.55,4.4,4.85,0.0,1.0
150,150,1,1.0,43.7791,11.2681,0,0,4,0.23093193592402592,1.0,2.0,15.0,4.673695140226933,4.81356026546778,0.0,0.0,1.0
151,151,1,1.0,43.7854912,11.2719976,0,0,4,0.1978346004115603,2.0,2.0,80.0,5.0,5.0,5.0,0.0,1.0
152,152,1,1.0,43.78156337947549,11.279521517196658,0,0,3,0.3268048450004797,1.0,2.0,98.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
153,153,1,1.1,43.7816,11.25536,16,2,3,0.2227830464385532,3.0,2.0,73.0,4.5,4.25,5.0,1.0,0.0
154,154,1,1.0,43.78017,11.2725,0,0,8,0.3734897093337865,4.0,5.0,161.0,4.79,4.5,4.81,0.0,2.0
155,155,1,1.4,43.78693,11.24443,16,2,2,0.4313809195158465,1.0,1.0,87.0,4.0,4.67,4.0,0.0,1.0
156,156,1,1.1,43.7850028,11.2262963,2,0,4,0.28711369497652944,1.0,2.0,75.0,4.74,4.47,4.79,0.0,1.0
157,157,1,1.4,43.79546,11.24481,0,0,2,0.16691009641548696,1.0,1.0,79.0,4.69,4.75,4.71,0.0,1.0
158,158,1,1.1,43.764496,11.260239,2,0,4,0.2040122015844117,1.0,2.0,75.0,4.83,4.88,4.85,0.0,1.0
159,159,1,1.1,43.76196,11.24245,0,0,4,0.20861427438414,2.0,2.0,170.0,4.81,4.77,4.89,0.0,1.0
160,160,1,1.1,43.76436,11.26129,0,0,5,0.24812051743147157,1.0,3.0,80.0,4.81,4.95,4.84,0.0,1.0
161,161,1,1.4,43.79086,11.22403,2,0,2,0.18792159087907415,1.0,1.0,60.0,4.71,4.83,4.78,0.0,1.0
162,162,1,1.4,43.78969,11.25614,0,0,7,0.2071604242341614,3.0,4.0,188.0,4.87,4.61,4.92,0.0,2.0
163,163,1,1.1,43.76513,11.26215,0,0,4,0.17904662535617064,2.0,2.0,105.0,4.79,4.93,4.87,0.0,1.0
164,164,1,1.4,43.78782,11.25106,1,1,16,0.4082335531225529,7.0,12.0,975.0,4.673695140226933,4.81356026546778,0.0,0.0,0.0
165,165,1,1.4,43.78647,11.25031,13,0,4,0.20163929577955636,1.0,2.0,93.0,4.59,4.41,4.57,0.0,1.0
166,166,1,1.1,43.76478,11.26329,0,0,2,0.1491039756769825,1.0,1.0,100.0,4.74,5.0,4.84,0.0,1.0
167,167,1,1.1,43.765308,11.259132,2,0,4,0.1613876606711001,2.0,3.0,96.0,4.37,4.83,4.37,0.0,1.0
168,168,1,1.0,43.7695,11.27662,0,0,2,0.3273963229847366,1.0,1.0,95.0,4.94,4.88,4.94,0.0,1.0
169,169,1,1.4,43.79307,11.24289,0,0,2,0.19694399848243296,1.0,1.0,70.0,4.7,4.74,4.87,0.0,1.0
170,170,1,1.1,43.76452,11.26262,2,0,4,0.17091913255852204,2.0,3.0,182.0,4.83,4.97,4.83,0.0,1.0
171,171,1,1.1,43.76405,11.26447,0,0,6,0.18613219204539233,3.0,5.0,385.0,4.17,4.83,4.33,0.0,2.0
172,172,1,1.4,43.78537,11.24939,2,0,4,0.20299831696566073,1.0,2.0,100.0,4.84,4.92,4.97,0.0,1.0
173,173,1,1.1,43.7652543,11.2570288,2,0,4,0.1657115891097525,1.0,2.0,141.0,4.43,4.71,4.43,0.0,1.0
174,174,1,1.1,43.772,11.26142,2,0,4,0.2896687212140817,1.0,1.0,130.0,4.66,4.94,4.63,0.0,1.0
175,175,1,1.4,43.79209,11.22901,0,0,5,0.5432259714413095,3.0,5.0,65.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
176,176,1,1.3,43.77143,11.23448,3,2,2,0.47688969239996276,1.0,1.0,69.0,4.65,4.7,4.83,0.0,1.0
177,177,1,1.3,43.771358,11.23514,3,2,2,0.3880959319866968,1.0,2.0,67.0,4.25,4.5,4.75,0.0,1.0
178,178,1,1.1,43.7733,11.25545,0,0,5,0.15335804279783502,1.0,1.0,103.0,4.59,4.94,4.53,0.0,1.0
179,179,1,1.1,43.7704515547269,11.2634854404755,2,0,3,0.19727780967709627,1.0,3.0,97.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
180,180,1,1.1,43.76924,11.25944,8,2,2,0.25396088728562705,1.0,1.0,123.0,3.71,4.71,4.0,0.0,1.0
181,181,1,1.1,43.76953,11.26257,0,0,6,0.22175730523690673,2.0,6.0,100.0,4.83,4.85,4.81,0.0,2.0
182,182,1,1.4,43.79078,11.24375,0,0,2,0.21675756890528994,1.0,1.0,81.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
183,183,1,1.1,43.76489,11.24752,0,0,4,0.24885332997131057,2.0,2.0,151.0,4.85,4.96,4.88,0.0,3.0
184,184,1,1.1,43.76552,11.24646,0,0,4,0.2168967892342252,1.0,2.0,85.0,4.74,4.96,4.67,0.0,1.0
185,185,1,1.4,43.79093,11.24309,6,0,7,0.21100729698521134,3.0,6.0,177.0,4.94,4.76,5.0,0.0,3.0
186,186,1,1.1,43.76463,11.24693,2,0,4,0.22777675219290497,1.0,4.0,109.0,4.81,4.91,4.86,0.0,1.0
187,187,1,1.1,43.7700493,11.2630734,8,2,2,0.3291820131456494,1.0,1.0,53.0,5.0,5.0,5.0,0.0,1.0
188,188,1,1.0,43.77287,11.27559,0,0,5,0.22369289095593403,2.0,3.0,600.0,4.87,4.73,4.89,0.0,1.0
189,189,1,1.1,43.7814,11.25592,2,0,4,0.17968495017639322,1.0,2.0,205.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
190,190,1,1.1,43.77139,11.2612,0,0,6,0.18844109190455416,3.0,3.0,130.0,4.6,4.52,4.16,0.0,2.0
191,191,1,1.3,43.77164,11.23819,0,0,4,0.29739691101667864,1.0,2.0,75.0,4.79,4.72,4.76,0.0,1.0
192,192,1,1.1,43.77053279335646,11.26332431918095,2,0,4,0.15148002207280406,2.0,4.0,120.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
193,193,1,1.0,43.76789,11.27815,0,0,4,0.23646100187899977,1.0,2.0,77.0,4.85,4.77,4.83,0.0,1.0
194,194,1,1.1,43.7795260774153,11.237505200816768,0,0,2,0.20252901807339455,1.0,1.0,143.0,4.673695140226933,4.81356026546778,4.689118430870908,0.0,1.0
195,195,1,1.1,43.77911,11.26376,0,0,6,0.2443381228857887,2.0,3.0,101.0,4.75,4.84,4.78,0.0,1.5
196,196,1,1.0,43.76899,11.27286,8,2,2,0.2222656488750645,1.0,1.0,59.0,4.8,4.73,4.83,2.0,0.0
